"ID","Created Date","Updated Date","Owner","Item Number","Item Heading","Item Body","Tag Filters","LastRevised","GlobalSortOrder","Publish Date","Unpublish Date","Status"
"314c2e4f-ea9e-438e-a891-454c03e8c810",2025-09-28T11:29:53Z,2025-09-30T04:39:02Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","5)","Feedback & Contact","If you encounter an accessibility barrier, need an alternative format, or have suggestions, please email support@thirdrailify.com. Please include the page URL and a brief description of the issue. We aim to respond within 5 business days.","[""ACCESS""]","2025-09-28",43,2025-09-28T09:45:25Z,,"PUBLISHED"
"33b592a2-fcd6-48ab-bed4-66b928338947",2025-09-28T11:12:03Z,2025-09-30T04:38:46Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","5)","In-Person & Online Payments","Payments may be processed online (e.g., Wix Payments/PayPal) or in-person via Wix POS hardware/software where available. Refund eligibility and processing times can vary by payment method and region.","[""REFUNDS""]","2025-09-28",37,2025-09-28T09:45:25Z,,"PUBLISHED"
"35f716d3-717e-4b71-8e53-16a967f8f773",2025-09-28T11:09:05Z,2025-09-30T04:38:42Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","2)","Merchandise (Print-On-Demand)","Most items are produced on demand by our fulfilment partner (e.g., Printful).
Order issues on arrival: If your order arrives damaged, misprinted, defective, or incorrect, contact support@thirdrailify.com within 30 days of delivery with photos and your order number. We’ll arrange a replacement or refund.
Size/fit or change-of-mind: Because products are made to order, we generally cannot accept returns or exchanges for size/fit or buyer’s remorse. Please check size charts carefully before ordering.
Return process: If a return is approved, we’ll provide instructions. Unauthorized returns may not be accepted.
Shipping costs: Original shipping is non-refundable unless the item was defective/incorrect.","[""REFUNDS""]","2025-09-28",34,2025-09-28T09:45:25Z,,"PUBLISHED"
"426d664a-78d3-41de-946b-5b0c9b8722fb",2025-11-10T11:50:04Z,2025-11-10T11:59:22Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","4)","🎞️ Full VIP Content Access:","Full VIP members unlock the entire Third Railify vault — past, present, and future exclusive releases. While uninterrupted access is our goal, occasional maintenance, content rights restrictions, or seasonal updates may temporarily limit availability. In such cases, equivalent material or notice will be provided whenever possible.","[""POLICY"",""T3"",""T4""]","2025-11-10",47,2025-11-10T11:47:33Z,,"PUBLISHED"
"442d0d08-b65e-4397-a8de-25636db58da1",2025-09-28T10:44:10Z,2025-09-30T04:18:09Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","3)","How We Use, Process, and Share Information","● Provide and improve the site, memberships, and store.
● Process orders and subscriptions, handle customer support, and send service notices.
● Personalize your experience and moderate community features.
● Comply with law, security, and fraud prevention.
● We use data to provide and improve the site, process orders/memberships, personalize content, and ensure security. We share limited data with service providers (e.g., payment processors, fulfillment, hosting, analytics) under appropriate safeguards. We do not sell personal information. You can contact us to exercise applicable privacy rights.","[""PRIVACY""]","2025-09-30",22,,,"PUBLISHED"
"480659b3-fb52-4134-a93d-290e1387f8c8",2025-09-28T11:10:28Z,2025-09-30T04:38:43Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","3)","Digital Content & VIP Memberships","● Digital downloads/streams: All sales are final once access is granted, except where required by law.
● Memberships (recurring): You can cancel anytime; access continues through the paid-through date. We do not issue prorated refunds for the remaining period after cancellation unless required by law or if we materially fail to deliver the core membership features for the current term.
● Service disruptions: We may credit or extend access at our discretion for significant unplanned outages.","[""REFUNDS""]","2025-09-28",35,2025-09-28T09:45:25Z,,"PUBLISHED"
"4bf0d269-5eaa-43d3-91bd-c1bc40b2928d",2025-09-28T10:38:32Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","19)","Contact","● Support: support@thirdrailify.com
● Webmaster: webmaster@thirdrailify.com
● General inquiries: info@thirdrailify.com","[""TERMS""]","2025-09-28",19,,,"PUBLISHED"
"51aa472b-43f0-42be-b9ef-fa2b736dfc34",2025-09-30T04:08:35Z,2025-09-30T04:19:38Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","7)","YouTube API Services Disclosure","We use YouTube API Services to display near-realtime video, channel, and livestream information. By using our site’s YouTube-powered features, you agree to the YouTube Terms of Service: (https://www.youtube.com/t/terms). Your use of YouTube is also subject to the Google Privacy Policy (http://www.google.com/policies/privacy). We do not request or store your Google account credentials.","[""PRIVACY""]","2025-09-30",26,2025-09-30T03:55:23Z,,"PUBLISHED"
"53cc4811-14b0-4192-aa3d-c350e5b7ee86",2025-11-10T11:50:03Z,2025-11-10T11:59:12Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","3)","🎬 Limited VIP Content Access:","Certain GOAT tiers include access to a curated portion of our exclusive content — the Standard VIP Library. This may include early episode previews, behind-the-scenes extras, or members-only discussions. Offerings may rotate or expire without notice as new content is added. Every effort will be made to maintain consistent quality and volume within this tier.","[""POLICY"",""T2""]","2025-11-10",46,2025-11-10T11:47:33Z,,"PUBLISHED"
"5413d197-353d-49f5-8dcf-7b158a934dec",2025-09-28T11:03:35Z,2025-09-30T04:18:13Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","5)","Data Retention","Account and transaction data is retained for the period necessary to provide services and meet legal obligations (e.g., tax). API-sourced livestreaming data is ephemeral and not archived.","[""PRIVACY""]","2025-09-28",24,2025-09-28T09:45:25Z,,"PUBLISHED"
"542941bd-e04c-4464-bfc1-aa4fb9952bed",2025-11-10T11:50:07Z,2025-11-10T12:00:08Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","6)","⭐ ""Executive Sponsor"" Attribution:","Members with Executive Sponsor status receive elevated recognition, which may include on-screen or verbal mentions during intros, outros, or segment identifiers. Every effort will be made to feature current Executive Sponsors on rotation, though timing and inclusion remain subject to production and editorial discretion. Any names deemed misleading, promotional, or offensive may be edited or omitted.","[""POLICY"",""T3""]","2025-11-10",49,2025-11-10T11:47:33Z,,"PUBLISHED"
"55a0ea0a-544c-4334-977e-efe9acbb2fd9",2025-09-28T10:44:59Z,2025-09-30T04:18:11Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","4)","Payments & Providers","Depending on your region and our configuration, online payments may be processed via Wix Payments and/or PayPal; in-person payments (where offered) may be processed via Wix POS. Available methods typically include major cards and may include wallets or PayPal depending on region/provider. We do not sell your personal information.","[""PRIVACY""]","2025-09-28",23,,,"PUBLISHED"
"588746db-9daa-4a22-a036-b6a2e70d0214",2025-09-28T11:04:02Z,2025-09-30T04:18:16Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","6)","Cookies & Tracking","We use strictly necessary cookies and, with consent, analytics/marketing cookies. Consent can be withdrawn via the banner settings. Some third-party widgets may set their own cookies subject to their policies. Embedded services (e.g., Discord) may use their own cookies or similar technologies to function; your consent choices apply to non-essential third-party cookies, but Discord’s processing is governed by its own policies.","[""PRIVACY""]","2025-09-30",25,2025-09-28T09:45:25Z,,"PUBLISHED"
"5abc03cf-d1ff-4ecb-997e-9e9ff214e674",2025-09-28T10:18:51Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","16)","Indemnity","You agree to defend, indemnify, and hold us harmless from claims arising out of your User Content, misuse of the site, or violation of these Terms or laws.","[""TERMS""]","2025-09-28",16,,,"PUBLISHED"
"5e3eed48-db10-4056-bab4-3f4278e487a8",2025-09-30T03:56:22Z,2025-09-30T04:04:09Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","11)","Use of YouTube Services","By using features on this site that rely on YouTube API Services, you agree to be bound by the YouTube Terms of Service (https://www.youtube.com/t/terms) in addition to our Terms & Conditions. Your use of YouTube is also subject to the Google Privacy Policy (http://www.google.com/policies/privacy).","[""TERMS""]","2025-09-30",11,2025-09-30T03:55:23Z,,"PUBLISHED"
"7502b61b-7f26-4f5c-82dc-583056fc871a",2025-09-28T11:07:46Z,2025-09-30T05:32:30Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","13)","Contact","● Privacy inquiries: privacy@thirdrailify.com
● Support inquiries: support@thirdrailify.com 
● General inquiries: info@thirdrailify.com 
● Webmaster: webmaster@thirdrailify.com","[""PRIVACY""]","2025-09-28",32,2025-09-28T09:45:25Z,,"PUBLISHED"
"76b6542e-0c99-4b40-875b-d788aac26465",2025-09-28T11:08:36Z,2025-09-30T04:38:41Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","1)","Overview","This policy explains how refunds, returns, and cancellations work for Third Railify™ merchandise and digital/VIP offerings. Nothing here limits non-waivable consumer rights under applicable Ontario or Canadian law.
Third Railify™ and Just Gina™ are trademarks of Shawn and Gina, respectively.","[""REFUNDS""]","2025-09-28",33,2025-09-28T09:45:25Z,,"PUBLISHED"
"7a22ac1d-448e-443a-87d7-2bc2c45cfee8",2025-09-28T11:06:20Z,2025-09-30T04:19:10Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","10)","Security","We implement administrative, technical, and physical safeguards. Payment data is handled by PCI-compliant processors (e.g., Wix Payments/PayPal). We do not store full card numbers. The Discord widget is purely an embed; we do not store Discord widget display data.","[""PRIVACY""]","2025-09-28",29,2025-09-28T09:45:25Z,,"PUBLISHED"
"7fe1bcc6-b954-4359-8bc2-5cb3d6871354",2025-09-28T10:13:05Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","8)","User Content & Community Rules","You retain rights to content you submit (“User Content”), but grant us a worldwide, non-exclusive, royalty-free license to host, store, display, and share it on the site and our social channels solely to operate and promote Third Railify.
You agree not to post anything unlawful, infringing, defamatory, harassing, hateful, or that violates privacy, IP, or platform rules. We may moderate, remove, or restrict content or accounts at our discretion.","[""TERMS""]","2025-09-28",8,,,"PUBLISHED"
"82b76142-98d3-4742-a9c4-d525a2106ef2",2025-11-10T11:50:46Z,2025-11-10T12:00:33Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","9)","⚖️ General Disclaimer:","All benefits, perks, names, credits, and acknowledgements described above are provided at the discretion of Third Railify™ and are subject to change, substitution, suspension, or withdrawal at any time without prior notice. Participation in any plan does not imply creative ownership or control over content, production, or scheduling decisions. By subscribing, members acknowledge and accept these conditions as part of their plan benefits.","[""POLICY"",""T1"",""T2"",""T3"",""T4""]","2025-11-10",52,2025-11-10T11:47:33Z,,"PUBLISHED"
"8a9a1098-b1c3-4b61-bc19-6671cc1d0509",2025-09-28T11:14:28Z,2025-09-30T04:38:47Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","1)","Intro (Not Mapped)","We are committed to making Third Railify™ and Just Gina™ accessible to people with disabilities. Our goal is that visitors can browse, engage with content, purchase items, and participate in community features with similar ease and enjoyment.
Third Railify™ and Just Gina™ are trademarks of Shawn and Gina, respectively.","[""ACCESS INTRO""]","2025-09-28",39,2025-09-28T09:45:25Z,,"PUBLISHED"
"8c9179ef-aef5-4d1a-ac5c-c497b1a73d82",2025-09-28T11:06:48Z,2025-09-30T04:19:12Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","11)","Children","Our services are not directed to children under the age where parental consent is required. Do not create an account or make purchases if you are under that age.","[""PRIVACY""]","2025-09-28",30,2025-09-28T09:45:25Z,,"PUBLISHED"
"92cbc77d-4927-4487-b05b-1e6a36085b39",2025-11-10T11:50:08Z,2025-11-10T12:00:15Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","7)","🏆 ""Production Partner"" Attribution:","Members with Production Partner status enjoy top-tier recognition as honorary backers of the Third Railify universe. This may include featured placement in opening or closing credits, inclusion in select promotional materials, or occasional on-air acknowledgements. Placement, timing, and frequency are determined by editorial schedule and content type. All submitted names must be appropriate for broadcast and may be lightly formatted for consistency or length.","[""POLICY"",""T4""]","2025-11-10",50,2025-11-10T11:47:33Z,,"PUBLISHED"
"99532d26-17fb-4638-8e5b-cd219c6dc404",2025-09-28T10:16:50Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","13)","Prohibited Use","You agree not to: (a) breach laws or rights, (b) attempt to access non-public areas, (c) interfere with security or operation, (d) use scraping that burdens the service, or (e) circumvent paywalls or DRM (Digital Rights Management).","[""TERMS""]","2025-09-28",13,,,"PUBLISHED"
"9ddae2b0-70cd-4662-9e88-b043fa4dd8d7",2025-11-10T11:50:09Z,2025-11-10T12:18:31Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","8)","💸 Monthly Merch Voucher:","Members on this plan receive a CAD $50 voucher each month, redeemable for any item in the official Third Railify Merch Store while their subscription remains active.
Vouchers are issued once per billing cycle, valid for three (3) months from the date of issue, and may be used toward eligible products and shipping charges unless otherwise noted. Vouchers are non-transferable, non-refundable, and not redeemable for cash or credit. Unused or expired vouchers cannot be re-issued or rolled over.","[""POLICY"",""T4""]","2025-11-10",51,2025-11-10T11:47:33Z,,"PUBLISHED"
"a342d62f-3268-4965-8f01-afe8b01228bd",2025-09-28T09:47:19Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","3)","Eligibility & Accounts","You must be at least the age of majority in your place of residence to purchase paid offerings. You’re responsible for your login credentials and all activity under your account. We may suspend or terminate accounts for suspected abuse, infringement, payment issues, or safety concerns.","[""TERMS""]","2025-09-28",3,,,"PUBLISHED"
"ae4075d2-0996-402f-a721-815436fdbed0",2025-09-28T11:05:02Z,2025-09-30T04:19:08Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","9)","Sharing","We share data with:
● Payment processors (to complete transactions)
● Fulfilment/logistics partners (to ship orders)
● Platform providers (Wix) and analytics vendors
● Professional advisors and authorities where required by law
● Discord (embedded widget). When the widget loads, Discord may process limited data to render the widget (e.g., usernames, avatars, presence) under Discord’s privacy policy and data controls. We do not ingest the widget’s display data into our systems.","[""PRIVACY""]","2025-09-28",28,2025-09-28T09:45:25Z,,"PUBLISHED"
"ae9be7cc-6979-4143-86cd-525d6fbacdbc",2025-09-28T11:12:51Z,2025-09-30T04:38:46Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","6)","Request Support or a Refund","Email support@thirdrailify.com with:

● Order number
● Item(s) and issue description
● Photos (for defective/damaged items)

We’ll confirm next steps. Approved refunds are issued to the original payment method; processing times depend on your provider.","[""REFUNDS""]","2025-09-28",38,2025-09-28T09:45:25Z,,"PUBLISHED"
"b054da07-dae3-4feb-b667-641c9fd601ad",2025-09-28T10:14:24Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","9)","Intellectual Property","All site content (excluding User Content) is owned by us or our licensors and protected by copyright, trademark, and other intellectual property laws of Canada and internationally.
Third Railify™ and Just Gina™ are registered or common law trademarks of Shawn and Gina, respectively. All associated logos, graphics, merchandise designs, and brand identifiers are protected intellectual property.
You may not copy, reproduce, distribute, display, modify, or create derivative works from this content without prior written consent, except as permitted under fair dealing provisions of Canadian law. Unauthorized use of trademarks or content may result in legal action.","[""TERMS""]","2025-09-28",9,,,"PUBLISHED"
"b1de378e-c6b0-4de2-bd81-5de7fa3790ef",2025-09-28T09:47:53Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","4)","Offerings","● Podcast & free content: streaming and informational content.
● VIP memberships (paywalled): access to tier-based exclusive posts, media, and community perks. Access begins once payment is confirmed.
● Merchandise: fulfilled on demand by Printful or similar provider. Mockups are illustrative; minor variations may occur due to on-demand production.
● Community features: members may create profiles, post blogs, and comment where features are enabled. See “User Content & Community Rules”.

We may change, add, or remove features, pricing, or availability at any time (including for maintenance or legal reasons).","[""TERMS""]","2025-09-28",4,,,"PUBLISHED"
"b7a2ee8f-285e-4b7b-bae8-cc362da5b244",2025-09-28T09:46:18Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","2)","Acceptance of These Terms","By accessing or using the site, creating an account, purchasing merchandise or memberships, or posting content, you agree to these Terms & Conditions (“Terms”) and our Privacy Policy. If you do not agree, do not use the site.","[""TERMS""]","2025-09-28",2,,,"PUBLISHED"
"bb3c08ec-4fd4-45eb-899a-a43cb8579bab",2025-09-28T11:11:40Z,2025-09-30T04:38:44Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","4)","Donations","Voluntary donations made outside of product or plan purchases are non-refundable.","[""REFUNDS""]","2025-09-28",36,2025-09-28T09:45:25Z,,"PUBLISHED"
"c1553be9-636f-4513-9e7b-e4350cd85687",2025-09-28T11:28:55Z,2025-09-30T04:38:50Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","4)","Physical Premises","We are primarily an online service and do not operate a public retail location at this time. If you require accommodation for an in-person event, please contact us.","[""ACCESS""]","2025-09-28",42,2025-09-28T09:45:25Z,,"PUBLISHED"
"c70b3ff6-7c3d-4c0b-bd98-6058248c472a",2025-09-28T10:12:10Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","7)","Shipping & Risk of Loss (merchandise)","Title and risk of loss transfer to you upon carrier acceptance. Delivery estimates are not guarantees. Customs or import fees (if any) are your responsibility.","[""TERMS""]","2025-09-28",7,,,"PUBLISHED"
"cace119b-22fa-4a2d-abc9-249b3aab77c3",2025-09-28T10:18:30Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","15)","Limitation of Liability","To the extent permitted by law, we are not liable for indirect, incidental, special, consequential, or punitive damages, or lost profits/revenue. Our aggregate liability for claims relating to the services will not exceed the amounts you paid to us for the applicable offering in the 3 months before the claim.","[""TERMS""]","2025-09-28",15,,,"PUBLISHED"
"cb7dbcc8-5fe2-4c3b-a609-77c5d2a509c9",2025-09-28T11:07:15Z,2025-09-30T04:19:13Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","12)","Changes","We’ll post updates here with a new “Last updated” date.","[""PRIVACY""]","2025-09-28",31,2025-09-28T09:45:25Z,,"PUBLISHED"
"d680356c-484c-4675-9428-d781ca4fca95",2025-09-28T10:17:38Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","14)","Disclaimers","Services are provided “as is” and “as available”. To the maximum extent permitted by law, we disclaim warranties of merchantability, fitness for a particular purpose, and non-infringement. Content may contain opinions or errors; do not rely on it as professional advice.","[""TERMS""]","2025-09-28",14,,,"PUBLISHED"
"d9ff2547-68b6-4c71-bf4c-89de08381d56",2025-09-28T09:45:26Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","1)","Who We Are","Third Railify™ is a daily entertainment podcast business based in Ontario, Canada. The brand is led by Shawn (@ThirdRailify), with Gina (@JustGina) as co-host and creator of her own dedicated Just Gina™ segment and related merchandise. The website also sells branded merchandise via a white-label fulfilment partner (e.g., Printful) and offers paid VIP membership tiers with paywalled content.

The site is operated at https://www.thirdrailify.com.
Third Railify™ and Just Gina™ are trademarks of Shawn and Gina, respectively.
The site is developed and maintained by Daniel Clancy (webmaster@thirdrailify.com).","[""TERMS""]","2025-09-28",1,,,"PUBLISHED"
"e2a5e262-64ec-436c-a036-7a2cae1e78a7",2025-09-28T10:02:51Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","6)","Renewals & Cancellations (memberships)","Unless stated otherwise, memberships renew automatically at the stated interval until cancelled. You can cancel anytime from your account; access continues through the paid-through date. See our Refund Policy for refunds and exceptions.","[""TERMS""]","2025-09-28",6,,,"PUBLISHED"
"e69fc683-921a-46da-8416-54eb35da8f84",2025-09-28T10:14:47Z,2025-09-30T04:04:01Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","10)","API-Sourced Data (ephemeral)","We display near-realtime livestreaming and related info using external APIs (e.g., YouTube Data API v3). This data is used solely for site functionality and is stored ephemerally—it is not archived once no longer valid and is handled in accordance with applicable API/platform policies.","[""TERMS""]","2025-09-28",10,,,"PUBLISHED"
"ea551a42-1696-439f-b477-2c8a5ef7c52f",2025-09-28T10:42:36Z,2025-09-30T04:11:33Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","2)","Data We Access, Collect, and Use (including API Data)","● Account & profile: name, email, username/handle, password, and optional profile info you provide.
● Transactions: purchase details (items, price, time, basic billing/shipping info). Card details are processed by our payment providers; we do not receive or store full card numbers.
● Usage data & cookies: device info, pages viewed, approximate location, and preferences. Non-essential cookies only run with consent and can be declined/managed via our cookie banner.
● User Content: posts, comments, messages you submit.
● API-sourced data: we display near-realtime livestreaming information (e.g., YouTube Data API v3). This data is used only to render site functionality and is stored ephemerally (not archived) once no longer valid.
● Discord widget display data (view-only): Our site embeds a Discord server widget that can show online members’ display names, avatars, and online status. This is rendered by Discord and not stored by us for other purposes.
● We may process: (a) account/profile data you provide (e.g., name, email, username); (b) transactional data for purchases (item, price, basic billing/shipping info); (c) usage data and device information via cookies or similar technologies; and (d) API-sourced data from YouTube (e.g., video IDs, titles, channel IDs, thumbnails, livestream status). API-sourced data is used to render site features and is stored ephemerally—no archival storage beyond what is necessary for functionality.","[""PRIVACY""]","2025-09-30",21,,,"PUBLISHED"
"f8486b0b-67a9-438f-8816-03959a9b99af",2025-09-28T11:27:20Z,2025-09-30T04:38:49Z,"691d3d0b-d7ba-4662-87b1-50b53656a4d9","3)","Third-Party Content","Some components - such as the Discord server widget used to show online community members- are provided by third parties and may have their own accessibility constraints. Where a barrier exists, contact us at access@thirdrailify.com and we’ll offer an alternative contact or access path while we work with providers on improvements.","[""ACCESS""]","2025-09-28",41,2025-09-28T09:45:25Z,,"PUBLISHED"
